Coefficient,MAE,ExpVar
1.3378138366172296,5.330509219715576,0.9298477052875131
0.8234529833258563,5.330509219715576,0.9298477052875131
0.209260794772511,5.330509219715576,0.9298477052875131
0.041394552153568236,5.330509219715576,0.9298477052875131
0.4118294373048153,5.330509219715576,0.9298477052875131
0.7342232424879752,5.330509219715576,0.9298477052875131
1.5152049144499358,5.330509219715576,0.9298477052875131
1.3699506507424506,5.330509219715576,0.9298477052875131
0.30688105888083433,5.330509219715576,0.9298477052875131
1.2068954794959597,5.330509219715576,0.9298477052875131
0.6976074648894164,5.330509219715576,0.9298477052875131
1.1748353613380267,5.330509219715576,0.9298477052875131
0.13837817159518304,5.330509219715576,0.9298477052875131
0.20672046441093042,5.330509219715576,0.9298477052875131
0.28902880810248943,5.330509219715576,0.9298477052875131
0.08603812569242213,5.330509219715576,0.9298477052875131
1.2127129381391921,5.330509219715576,0.9298477052875131
0.2827988533040765,5.330509219715576,0.9298477052875131
1.8831477751007328,5.330509219715576,0.9298477052875131
20.202134896597094,5.330509219715576,0.9298477052875131
0.42752953083218576,5.330509219715576,0.9298477052875131
0.43628802341458417,5.330509219715576,0.9298477052875131
