Coefficient,MAE,ExpVar
1.5660601319427423,4.8998288708626765,0.9402140111117264
2253826432268.139,4.8998288708626765,0.9402140111117264
221573216404.8779,4.8998288708626765,0.9402140111117264
2623083797188.0796,4.8998288708626765,0.9402140111117264
8848302183546.857,4.8998288708626765,0.9402140111117264
5281885919258.122,4.8998288708626765,0.9402140111117264
6517121757843.394,4.8998288708626765,0.9402140111117264
7305627672223.899,4.8998288708626765,0.9402140111117264
8290195623743.102,4.8998288708626765,0.9402140111117264
23340146580897.516,4.8998288708626765,0.9402140111117264
1.34326171875,4.8998288708626765,0.9402140111117264
0.117034912109375,4.8998288708626765,0.9402140111117264
0.3359375,4.8998288708626765,0.9402140111117264
0.267822265625,4.8998288708626765,0.9402140111117264
0.5107421875,4.8998288708626765,0.9402140111117264
0.4921875,4.8998288708626765,0.9402140111117264
0.3798828125,4.8998288708626765,0.9402140111117264
0.1005859375,4.8998288708626765,0.9402140111117264
19.233642578125,4.8998288708626765,0.9402140111117264
0.0751953125,4.8998288708626765,0.9402140111117264
0.77734375,4.8998288708626765,0.9402140111117264
0.9208984375,4.8998288708626765,0.9402140111117264
758412344302.4084,4.8998288708626765,0.9402140111117264
620187215081.8555,4.8998288708626765,0.9402140111117264
1950562077912.206,4.8998288708626765,0.9402140111117264
1993230794289.5923,4.8998288708626765,0.9402140111117264
976107325653.9697,4.8998288708626765,0.9402140111117264
1495805316565.0178,4.8998288708626765,0.9402140111117264
874399066295.4355,4.8998288708626765,0.9402140111117264
620187215081.9929,4.8998288708626765,0.9402140111117264
758412344302.5073,4.8998288708626765,0.9402140111117264
1301501462357.9893,4.8998288708626765,0.9402140111117264
439206580574.7339,4.8998288708626765,0.9402140111117264
1434374558696.0483,4.8998288708626765,0.9402140111117264
2262315318733.1353,4.8998288708626765,0.9402140111117264
1610565710748.0452,4.8998288708626765,0.9402140111117264
620187215081.7915,4.8998288708626765,0.9402140111117264
1495805316565.4927,4.8998288708626765,0.9402140111117264
874399066295.4292,4.8998288708626765,0.9402140111117264
1716309889222.109,4.8998288708626765,0.9402140111117264
620187215081.4927,4.8998288708626765,0.9402140111117264
1301501462359.2488,4.8998288708626765,0.9402140111117264
2397210018748.991,4.8998288708626765,0.9402140111117264
1067625700402.1106,4.8998288708626765,0.9402140111117264
976107325655.2124,4.8998288708626765,0.9402140111117264
1369764412271.9453,4.8998288708626765,0.9402140111117264
1861349317962.588,4.8998288708626765,0.9402140111117264
439206580575.14404,4.8998288708626765,0.9402140111117264
620187215081.8461,4.8998288708626765,0.9402140111117264
439206580574.2284,4.8998288708626765,0.9402140111117264
1554433677064.7793,4.8998288708626765,0.9402140111117264
1664453995094.209,4.8998288708626765,0.9402140111117264
874399066294.6929,4.8998288708626765,0.9402140111117264
1369764412271.6904,4.8998288708626765,0.9402140111117264
874399066294.2068,4.8998288708626765,0.9402140111117264
1716309889223.2603,4.8998288708626765,0.9402140111117264
1228977179945.5254,4.8998288708626765,0.9402140111117264
